cid,corpname,corpurl,address,category,PR,web,gyoshu,jigyou,torikumi
71,株式会社大川印刷,company_info.html?id=33,横浜市戸塚区上矢部町２０５３,製造,環境負荷低減に特化した「環境印刷」を行うことで、高付加価値・適正価格のサービスを提供。 国連が採択したＳＤＧｓ（持続可能な開発目標）に着目、印刷業を通じた社会課題解決に注力。ESGに関心の高い外資系企業等との新規受注獲得を実現している,http://www.ohkawa-inc.co.jp,製造,本業を通じて社会的課題解決に取り組むソーシャルプリンティングカンパニーと言うパーパスを掲げる。複数の社会的課題解決プロジェクトを各種NPOと協働し推進。2018年には、SDGs(持続可能な開発目標)に協力し、再生可能エネルギーへの移行を加速するため太陽光発電システムを設置すると共に、自社の電力を再生可能エネルギーによる風力電力に切り替え、再生可能エネルギー100％で印刷事業を行うことを達成しました,自社の印刷事業で年間使用する電気・水道・ガス・車両燃料によって排出されるCO2を、政府のJ-クレジットなどを活用しカーボン・オフセットをした「ゼロカーボンプリント」、違法伐採による材料の不使用を第三者認証しているＦＳＣ森林認証紙の使用率の向上や、ノンＶＯＣインキ（石油系溶剤０％）の使用など「環境印刷」を推進しています
72,株式会社大久保恒産,company_info.html?id=225,横浜市青葉区鴨志田町813-4,建設,安心・安全で使いやすい足場を目指して 大久保恒産の5つの強み  ・あらゆる規模・種類の足場に対応 ・確かな施工力 ・お客様の要望に柔軟な対応 ・神奈川・横浜を中心に根付いた経営 ・人材教育,http://www.okubokosan.co.jp,建設,・足場工事 ・足場部材の販売 ・足場部材のレンタル ・足場部材のケレン ・外国人研修生事業,・置場近くの小学校の登校時に事故の多い危険な交差点での交通整理を20年以上行っております。 ・地元町内会の地域パトロールに参加させて頂いている。 
73,株式会社オオスミ,company_info.html?id=454,横浜市瀬谷区五貫目町20番地17,その他,,http://www.o-smi.co.jp,その他,環境計量証明事業,
74,株式会社大山組建材,company_info.html?id=281,横浜市南区山谷69,建設,,http://ooyamagumi-kenzai.com/,建設,水道工事 土木工事 舗装工事 給水装置工事指定店(横浜市),
75,岡山建設株式会社,company_info.html?id=310,横浜市西区御所山町6-2,建設,,http://okayama-kensetu.co.jp,建設,,
76,尾鈴電気 株式会社,company_info.html?id=253,横浜市保土ケ谷区仏向町225-3,電気工事・ガス,,http://www.osuzu-denki.co.jp,電気工事・ガス,建築電気設備、公共施設野外灯(景観、建物周辺照明設備)、太陽光発電やLED化など節電対策設備、ビル空調、弱電設備、自動火災報知器設備、その他一切の設計施工及び修繕工事,
77,株式会社小野ファーム,company_info.html?id=515,横浜市戸塚区上倉田町1408,その他,,http://yokohama-ice.com/,その他,畜産業,
78,株式会社オフサイド,company_info.html?id=133,横浜市西区みなとみらい2-3-5　クイーンズタワーＣ　18階　,サービス,,http://y-offside.co.jp,サービス,・各種催事の企画、制作、演出、運営並びに興業 ・展示会の装飾、デザイン、設計の企画、施工 ・印刷物のデザイン、企画制作販売 ・国内外のアーティストのマネージメント＆プロデュース業　務 ・各種催事場における受付、接客及び施設の案内、点検、管　理,・毎年横浜市立中学校で職業講話を行っています。　　　　・地元小学校の租税教育を目的に公益社団法人中法人会女性部会が主催する「税に関する絵はがきコンクール」に参加し、租税教育に積極的に取り組んでいます。
79,株式会社オースズ,company_info.html?id=280,横浜市港北区新吉田町218,製造,,http://www.ohsuzu.co.jp/index2.html,製造,,
80,株式会社 神奈川クリーンサービス,company_info.html?id=194,横浜市鶴見区駒岡4-5-18,建設,,http://www.kanakuri.co.jp/,建設,土木工事全般,
81,株式会社川上工務店,company_info.html?id=196,横浜市港北区菊名6-13-22,建設,鉄筋コンクリート工事や鉄骨工事はもとより、木造住宅工事、リニューアル工事も大切な分野と考え、お客様の信頼に応え得る十分な技術、経験を積んだ専門技術者が集まり、 責任ある設計・施工を目指しております。 ,,建設,《民間住宅工事》 新築 増築 リフォーム 修繕       マンション大規模修繕 《民間ビル・施設工事》 店舗 保育園 介護施設等                       新築     リフォーム 修繕 《官庁工事》  神奈川県/横浜市公共工事 神奈川県土地建物保全協会工事 横浜市住宅供給公社市営住宅修繕 ほか 技能者育成事業 公的補助事業工事,
82,影島興産株式会社,company_info.html?id=329,横浜市神奈川区恵比須町7番地6,産業廃棄物処理,鉄は製品の形で国内に約13億トン有り、耐用年数を迎えた物は、壊され鉄屑と云う貴重な資源となって再生されます。鉄屑の様な再生資源の利用は、環境負荷も小さく、地球温暖化対策としても有効に機能しています。弊社は、再エネ100宣言をし、2045年までに、使用する電力を総て再生可能エネルギーとする目標を立てています。,http://www.kageshima.com,産業廃棄物処理,ビル解体や工事現場で発生する金属屑あるいは工場での金属加工に伴う金属屑を回収・加工し、屑(特に鉄屑)を用いて鉄筋棒鋼やH型鋼と言った製品を製造している鉄鋼メーカーへ、原料として供給しています。鉄以外の金属屑は、専業の同業者へ販売しています。月間扱い量は、約4千トン。,横浜市資源リサイクル事業協同組合と横浜市が共催する「SDGs未来都市・環境絵日記展2019」に協賛し、横浜市内の小学生が環境問題を家族で考える手助けをしています。
83,株式会社片桐エンジニアリング,company_info.html?id=35,横浜市鶴見区尻手3-5-34,製造,(1)超高真空から超臨界領域までの気密装置・機器においてお客様の要望に応えたカスタマイズ装置づくりを得意としております。(アイデアを形に) (2)開発・設計・加工・組立・検査まで一貫して手掛けております。(ローコストを実現) (3)小回りの効くフットワークの良い企業であります。(素早い対応・短納期) (4)真空先端基盤技術を常に追い求めた技術集団であります。(産・官・学との共同研究),http://www.kk-eng.co.jp,製造,(1)真空装置等の開発・設計・製造 (2)プラズマ関連装置等の開発・設計・製造 (3)一般産業機械関連等の開発・設計・製造,(1)医療関連:品質の確立:ものづくりは人を救う最先端医療 (2)加速器・核融合関連:技術力の確立:ものづくりは産業界・エネルギー分野で地球を救う (3)プラズマ分野関連:技術設計、加工、組立、検査の確立:ものづくりは次世代に貢献 (4)産業関連:社員のレベルアップの確立:ものづくりは日本の産業界に貢献
84,株式会社カツマタ,company_info.html?id=464,横浜市神奈川区羽沢町1522,建設,,https://www.k-katsumata.co.jp,建設,管工事・水道施設工事業,事業所出入口付近にガードマンを配備して、毎日 地域住民の安全を守るため、往来の交通管理を実施している。
